year,selling_price,km_driven,transmission,mileage,engine,max_power,seats,manufacturer,target
2013.0,385000.0,100000.0,,,,88.8,,,385000.0
2014.0,318000.0,80000.0,,,,67.06,,,318000.0
2018.0,480000.0,40000.0,,,,81.86,,,480000.0
2015.0,330000.0,70000.0,,,,67.04,,,330000.0
2011.0,152000.0,80000.0,,,,71.0,,,152000.0
2014.0,250000.0,40000.0,,,,47.3,,,250000.0
2011.0,248000.0,80000.0,,,,71.0,,,248000.0
2011.0,300000.0,60000.0,,,,75.0,,,300000.0
2017.0,550000.0,50000.0,,,,81.83,,,550000.0
2016.0,650000.0,30000.0,,,,88.73,,,650000.0
2017.0,445000.0,25000.0,,,,82.0,,,445000.0
2010.0,450000.0,,,,,102.0,,,450000.0
2016.0,600000.0,100000.0,,,,100.0,,,600000.0
2014.0,495000.0,175000.0,,,,108.45,,,495000.0
2011.0,220000.0,65000.0,,,,103.3,,,220000.0
2011.0,260000.0,65000.0,,,,103.3,,,260000.0
2009.0,150000.0,90000.0,,,,62.1,,,150000.0
2011.0,200000.0,80000.0,,,,68.0,,,200000.0
2018.0,,110000.0,,,,140.0,,,
2012.0,285000.0,80000.0,,,,82.0,,,285000.0
2008.0,250000.0,60000.0,,,,108.5,,,250000.0
2014.0,310000.0,160000.0,,,,93.7,,,310000.0
2010.0,600000.0,100875.0,,,,120.0,,,600000.0
2018.0,560000.0,20000.0,,,,83.1,,,560000.0
2016.0,500000.0,30000.0,,,,83.14,,,500000.0
2013.0,270000.0,118000.0,,,,70.0,,,270000.0
2013.0,420000.0,69000.0,,,,126.32,,,420000.0
2015.0,434999.0,25000.0,,,,83.14,,,434999.0
2015.0,400000.0,100000.0,,,,81.86,,,400000.0
2015.0,470000.0,110000.0,,,,74.0,,,470000.0
2015.0,480000.0,60000.0,,,,83.8,,,480000.0
2008.0,105000.0,128000.0,,,,62.0,,,105000.0
2017.0,325000.0,120000.0,,,,69.0,,,325000.0
2012.0,280000.0,80000.0,,,,82.0,,,280000.0
2020.0,675000.0,5000.0,,,,81.86,,,675000.0
2009.0,170000.0,90000.0,,,,78.9,,,170000.0
2017.0,1250000.0,90000.0,,,,126.2,,,1250000.0
2012.0,600000.0,144030.0,,,,,,,600000.0
2014.0,819999.0,,,,,98.6,,,819999.0
2016.0,650000.0,29000.0,,,,81.83,,,650000.0
2007.0,105000.0,90000.0,,,,57.5,,,105000.0
2009.0,200000.0,176000.0,,,,66.0,,,200000.0
2013.0,200000.0,150000.0,,,,69.0,,,200000.0
2016.0,220000.0,90000.0,,,,34.2,,,220000.0
2014.0,500000.0,70000.0,,,,103.2,,,500000.0
2007.0,175000.0,99000.0,,,,65.0,,,175000.0
2018.0,450000.0,5000.0,,,,84.0,,,450000.0
2008.0,210000.0,90000.0,,,,123.7,,,210000.0
2011.0,270000.0,89000.0,,,,73.9,,,270000.0
2006.0,110000.0,88000.0,,,,62.0,,,110000.0
2015.0,480000.0,30000.0,,,,74.0,,,480000.0
2016.0,650000.0,50000.0,,,,74.0,,,650000.0
2013.0,480000.0,80000.0,,,,74.0,,,480000.0
2016.0,700000.0,40000.0,,,,88.73,,,700000.0
2015.0,650000.0,110000.0,,,,88.76,,,650000.0
2015.0,1300000.0,48000.0,,,,126.2,,,1300000.0
2016.0,,97000.0,,,,138.03,,,
2016.0,1000000.0,60000.0,,,,108.6,,,1000000.0
2011.0,,110000.0,,,,,,,
2018.0,1080000.0,12800.0,,,,105.5,,,1080000.0
2012.0,170000.0,40000.0,,,,55.2,,,170000.0
2017.0,610000.0,49000.0,,,,74.0,,,610000.0
2014.0,350000.0,25000.0,,,,85.8,,,350000.0
2016.0,260000.0,65000.0,,,,47.3,,,260000.0
2015.0,700000.0,20000.0,,,,91.7,,,700000.0
2018.0,678000.0,17000.0,,,,75.0,,,678000.0
2015.0,800000.0,15000.0,,,,88.5,,,800000.0
2014.0,400000.0,120000.0,,,,67.04,,,400000.0
2010.0,300000.0,49000.0,,,,80.0,,,300000.0
2016.0,520000.0,29000.0,,,,81.83,,,520000.0
2017.0,850000.0,55000.0,,,,108.5,,,850000.0
2019.0,,5000.0,,,,121.0,,,
2017.0,830000.0,35000.0,,,,108.5,,,830000.0
2018.0,430000.0,5000.0,,,,67.0,,,430000.0
2017.0,850000.0,60000.0,,,,98.59,,,850000.0
2017.0,650000.0,70000.0,,,,83.14,,,650000.0
2008.0,120000.0,120000.0,,,,110.0,,,120000.0
2016.0,730000.0,65100.0,,,,100.0,,,730000.0
2019.0,525000.0,20000.0,,,,81.8,,,525000.0
2015.0,600000.0,108000.0,,,,88.73,,,600000.0
2019.0,500000.0,15000.0,,,,81.8,,,500000.0
2009.0,150000.0,77000.0,,,,62.1,,,150000.0
2015.0,409999.0,18500.0,,,,67.04,,,409999.0
2016.0,625000.0,120000.0,,,,100.0,,,625000.0
2015.0,290000.0,15200.0,,,,53.3,,,290000.0
2015.0,500000.0,35000.0,,,,117.3,,,500000.0
2011.0,475000.0,80000.0,,,,126.32,,,475000.0
2013.0,190000.0,70000.0,,,,55.2,,,190000.0
2014.0,750000.0,80000.0,,,,140.0,,,750000.0
2014.0,525000.0,120000.0,,,,108.5,,,525000.0
2012.0,495000.0,82000.0,,,,,,,495000.0
2017.0,,9000.0,,,,,,,
2019.0,,20000.0,,,,,,,
2017.0,,45000.0,,,,,,,
2015.0,503000.0,110000.0,,,,147.94,,,503000.0
2019.0,,20000.0,,,,,,,
2016.0,,68089.0,,,,,,,
2013.0,225000.0,58343.0,,,,67.05,,,225000.0
2018.0,740000.0,38817.0,,,,74.0,,,740000.0
2016.0,550000.0,56494.0,,,,88.7,,,550000.0
2013.0,750000.0,79328.0,,,,100.6,,,750000.0
2019.0,650000.0,5621.0,,,,81.8,,,650000.0
2017.0,625000.0,25538.0,,,,88.73,,,625000.0
2018.0,600000.0,69779.0,,,,81.8,,,600000.0
2017.0,450000.0,56290.0,,,,73.97,,,450000.0
2019.0,,7500.0,,,,,,,
2019.0,,8500.0,,,,,,,
2019.0,779000.0,7032.0,,,,88.76,,,779000.0
2016.0,645000.0,11000.0,,,,103.5,,,645000.0
2018.0,,2000.0,,,,150.0,,,
2010.0,321000.0,60000.0,,,,118.0,,,321000.0
2017.0,585000.0,50000.0,,,,78.9,,,585000.0
2011.0,225000.0,70000.0,,,,68.0,,,225000.0
2017.0,500000.0,70000.0,,,,98.6,,,500000.0
2011.0,350000.0,90000.0,,,,90.0,,,350000.0
2016.0,756000.0,70000.0,,,,88.5,,,756000.0
2014.0,240000.0,50000.0,,,,47.3,,,240000.0
2012.0,80000.0,120000.0,,,,35.0,,,80000.0
2019.0,800000.0,5000.0,,,,81.86,,,800000.0
2018.0,1250000.0,25000.0,,,,147.94,,,1250000.0
2009.0,320000.0,80000.0,,,,120.0,,,320000.0
2017.0,509999.0,25000.0,,,,82.0,,,509999.0
2019.0,650000.0,15000.0,,,,74.0,,,650000.0
2011.0,210000.0,35000.0,,,,67.1,,,210000.0
2008.0,110000.0,80000.0,,,,46.3,,,110000.0
2017.0,665000.0,25000.0,,,,108.5,,,665000.0
2017.0,555000.0,52000.0,,,,108.62,,,555000.0
2017.0,560000.0,52000.0,,,,108.62,,,560000.0
2016.0,375000.0,80000.0,,,,77.0,,,375000.0
2011.0,290000.0,77000.0,,,,82.0,,,290000.0
2017.0,,50000.0,,,,,,,
2017.0,605000.0,127000.0,,,,74.02,,,605000.0
2017.0,720000.0,30000.0,,,,88.7,,,720000.0
2017.0,800000.0,70000.0,,,,88.5,,,800000.0
2017.0,,54000.0,,,,140.0,,,
2011.0,625000.0,120000.0,,,,116.9,,,625000.0
2011.0,350000.0,116500.0,,,,90.0,,,350000.0
2012.0,600000.0,145000.0,,,,100.0,,,600000.0
2012.0,300000.0,120000.0,,,,82.85,,,300000.0
2011.0,240000.0,120000.0,,,,138.1,,,240000.0
2016.0,377000.0,80000.0,,,,99.0,,,377000.0
2013.0,450000.0,140000.0,,,,93.7,,,450000.0
2008.0,160000.0,100000.0,,,,103.2,,,160000.0
2019.0,525000.0,100000.0,,,,81.86,,,525000.0
2011.0,550000.0,168000.0,,,,102.0,,,550000.0
2010.0,270000.0,120000.0,,,,147.9,,,270000.0
2016.0,570000.0,145000.0,,,,67.05,,,570000.0
2011.0,225000.0,90000.0,,,,68.0,,,225000.0
2019.0,590000.0,90000.0,,,,81.86,,,590000.0
2018.0,,80000.0,,,,,,,
2019.0,800000.0,33000.0,,,,94.93,,,800000.0
2014.0,450000.0,13500.0,,,,82.4,,,450000.0
2012.0,300000.0,80000.0,,,,70.0,,,300000.0
2017.0,645000.0,20000.0,,,,81.83,,,645000.0
2013.0,520000.0,58000.0,,,,74.0,,,520000.0
2013.0,200000.0,40000.0,,,,55.2,,,200000.0
2015.0,700000.0,30000.0,,,,117.3,,,700000.0
,45000.0,50000.0,,,,37.0,,,45000.0
2016.0,459999.0,73000.0,,,,99.0,,,459999.0
2014.0,325000.0,90000.0,,,,73.94,,,325000.0
2015.0,350000.0,50000.0,,,,67.04,,,350000.0
2011.0,440000.0,80000.0,,,,126.3,,,440000.0
2011.0,320000.0,70000.0,,,,90.0,,,320000.0
2011.0,169000.0,41000.0,,,,62.0,,,169000.0
2013.0,350000.0,50000.0,,,,73.9,,,350000.0
2014.0,350000.0,113226.0,,,,67.0,,,350000.0
2013.0,310000.0,90000.0,,,,68.1,,,310000.0
2007.0,150000.0,70000.0,,,,82.0,,,150000.0
2010.0,420000.0,160500.0,,,,115.0,,,420000.0
2015.0,685000.0,30000.0,,,,91.1,,,685000.0
2014.0,560000.0,132000.0,,,,108.45,,,560000.0
2013.0,470000.0,120000.0,,,,74.0,,,470000.0
2011.0,380000.0,80000.0,,,,103.2,,,380000.0
2015.0,670000.0,57000.0,,,,120.0,,,670000.0
2018.0,550000.0,5000.0,,,,81.8,,,550000.0
2016.0,749000.0,25000.0,,,,121.3,,,749000.0
2015.0,899000.0,80000.0,,,,126.2,,,899000.0
2011.0,290000.0,88000.0,,,,123.7,,,290000.0
2014.0,869999.0,,,,,100.6,,,869999.0
2015.0,350000.0,60000.0,,,,67.0,,,350000.0
2017.0,500000.0,43000.0,,,,83.14,,,500000.0
2014.0,400000.0,77000.0,,,,103.6,,,400000.0
2016.0,260000.0,30000.0,,,,53.3,,,260000.0
2015.0,220000.0,40000.0,,,,47.3,,,220000.0
2014.0,190000.0,139000.0,,,,73.8,,,190000.0
2016.0,400000.0,80000.0,,,,82.0,,,400000.0
2014.0,170000.0,76000.0,,,,56.3,,,170000.0
2019.0,650000.0,3500.0,,,,81.86,,,650000.0
2007.0,60000.0,62000.0,,,,37.0,,,60000.0
2007.0,300000.0,110000.0,,,,127.0,,,300000.0
2012.0,125000.0,40000.0,,,,62.1,,,125000.0
2013.0,130000.0,120000.0,,,,82.0,,,130000.0
2012.0,500000.0,,,,,140.0,,,500000.0
2011.0,170000.0,70000.0,,,,46.3,,,170000.0
2012.0,310000.0,77000.0,,,,73.9,,,310000.0
2011.0,130000.0,110000.0,,,,62.0,,,130000.0
2016.0,465000.0,20000.0,,,,67.04,,,465000.0
,160000.0,90000.0,,,,82.0,,,160000.0
2005.0,800000.0,120005.0,,,,,,,800000.0
2012.0,260000.0,16830.0,,,,67.1,,,260000.0
2013.0,500000.0,70000.0,,,,63.0,,,500000.0
2017.0,325000.0,38000.0,,,,67.0,,,325000.0
2013.0,400000.0,80000.0,,,,63.0,,,400000.0
2018.0,,50000.0,,,,,,,
2007.0,200000.0,50000.0,,,,52.8,,,200000.0
2013.0,450000.0,52000.0,,,,100.0,,,450000.0
2012.0,229999.0,50000.0,,,,70.0,,,229999.0
2016.0,340000.0,30000.0,,,,55.2,,,340000.0
2014.0,550000.0,103000.0,,,,62.1,,,550000.0
2011.0,975000.0,93468.0,,,,,,,975000.0
2019.0,,20000.0,,,,,,,
2010.0,225000.0,80000.0,,,,102.0,,,225000.0
2018.0,,12000.0,,,,,,,
2013.0,280000.0,70000.0,,,,69.0,,,280000.0
2019.0,700000.0,4500.0,,,,88.76,,,700000.0
2012.0,259000.0,35000.0,,,,69.0,,,259000.0
2018.0,,60000.0,,,,,,,
2018.0,,30000.0,,,,140.0,,,
2015.0,416000.0,40000.0,,,,110.4,,,416000.0
2011.0,250000.0,70000.0,,,,90.0,,,250000.0
2010.0,210000.0,120000.0,,,,88.8,,,210000.0
2008.0,290000.0,120000.0,,,,120.0,,,290000.0
2012.0,220000.0,90000.0,,,,69.0,,,220000.0
2012.0,246000.0,35000.0,,,,69.0,,,246000.0
2018.0,260000.0,30000.0,,,,34.2,,,260000.0
2018.0,1050000.0,70000.0,,,,88.7,,,1050000.0
2012.0,290000.0,60000.0,,,,88.76,,,290000.0
2013.0,310000.0,70000.0,,,,69.0,,,310000.0
2018.0,700000.0,6000.0,,,,81.83,,,700000.0
2016.0,550000.0,20000.0,,,,81.8,,,550000.0
2017.0,450000.0,70000.0,,,,69.01,,,450000.0
2016.0,773000.0,65000.0,,,,117.3,,,773000.0
2017.0,450000.0,25000.0,,,,84.0,,,450000.0
2019.0,409999.0,10000.0,,,,73.0,,,409999.0
2003.0,45000.0,35000.0,,,,37.0,,,45000.0
2014.0,600000.0,80000.0,,,,,,,600000.0
2010.0,250000.0,63000.0,,,,79.4,,,250000.0
2008.0,70000.0,100000.0,,,,62.0,,,70000.0
2019.0,690000.0,1303.0,,,,86.7,,,690000.0
2018.0,,31800.0,,,,,,,
2019.0,,20000.0,,,,,,,
2017.0,,45000.0,,,,,,,
2017.0,,17000.0,,,,,,,
2018.0,1000000.0,4295.0,,,,105.5,,,1000000.0
2018.0,1000000.0,5229.0,,,,105.5,,,1000000.0
2016.0,,68089.0,,,,,,,
2018.0,925000.0,23712.0,,,,88.5,,,925000.0
2016.0,550000.0,56494.0,,,,88.7,,,550000.0
2018.0,430000.0,16589.0,,,,67.04,,,430000.0
2013.0,750000.0,79328.0,,,,100.6,,,750000.0
2016.0,675000.0,53201.0,,,,117.3,,,675000.0
2017.0,570000.0,25272.0,,,,81.8,,,570000.0
2017.0,850000.0,53619.0,,,,88.5,,,850000.0
2019.0,,7500.0,,,,,,,
2019.0,,8500.0,,,,,,,
2019.0,779000.0,7032.0,,,,88.76,,,779000.0
2018.0,640000.0,6001.0,,,,120.69,,,640000.0
2013.0,250000.0,80000.0,,,,69.01,,,250000.0
2018.0,1250000.0,12000.0,,,,108.45,,,1250000.0
2017.0,889000.0,25000.0,,,,121.31,,,889000.0
2017.0,750000.0,40000.0,,,,88.73,,,750000.0
2010.0,320000.0,130000.0,,,,75.0,,,320000.0
2011.0,600000.0,,,,,138.08,,,600000.0
2018.0,1000000.0,40000.0,,,,88.5,,,1000000.0
,110000.0,70000.0,,,,60.0,,,110000.0
2008.0,250000.0,120000.0,,,,78.0,,,250000.0
2015.0,600000.0,60000.0,,,,74.0,,,600000.0
2009.0,165000.0,60000.0,,,,67.1,,,165000.0
2004.0,118000.0,60000.0,,,,46.3,,,118000.0
2016.0,700000.0,78000.0,,,,74.0,,,700000.0
2013.0,585000.0,80000.0,,,,83.8,,,585000.0
2006.0,120000.0,120000.0,,,,46.3,,,120000.0
2003.0,65000.0,90000.0,,,,37.0,,,65000.0
2006.0,150000.0,100000.0,,,,46.3,,,150000.0
2009.0,150000.0,70000.0,,,,46.3,,,150000.0
2004.0,170000.0,160000.0,,,,82.0,,,170000.0
2006.0,250000.0,120000.0,,,,120.0,,,250000.0
2005.0,100000.0,100000.0,,,,82.0,,,100000.0
2013.0,599000.0,60000.0,,,,88.76,,,599000.0
2010.0,250000.0,135000.0,,,,147.9,,,250000.0
2016.0,570000.0,90000.0,,,,81.8,,,570000.0
2013.0,440000.0,75000.0,,,,73.9,,,440000.0
2005.0,300000.0,185000.0,,,,100.6,,,300000.0
2015.0,300000.0,71717.0,,,,76.0,,,300000.0
2011.0,500000.0,150000.0,,,,120.0,,,500000.0
2016.0,660000.0,55000.0,,,,74.0,,,660000.0
2012.0,256000.0,90000.0,,,,99.6,,,256000.0
2018.0,409999.0,35000.0,,,,67.0,,,409999.0
2015.0,,120000.0,,,,,,,
2011.0,250000.0,100000.0,,,,62.1,,,250000.0
2009.0,280000.0,40000.0,,,,130.0,,,280000.0
2010.0,300000.0,100000.0,,,,95.0,,,300000.0
2016.0,900000.0,120000.0,,,,147.94,,,900000.0
2014.0,190000.0,60000.0,,,,67.1,,,190000.0
2019.0,800000.0,2000.0,,,,63.0,,,800000.0
2012.0,450000.0,100000.0,,,,75.0,,,450000.0
2015.0,400000.0,110000.0,,,,93.7,,,400000.0
2009.0,150000.0,90000.0,,,,138.1,,,150000.0
2011.0,200000.0,84321.0,,,,70.0,,,200000.0
2013.0,600000.0,177000.0,,,,140.0,,,600000.0
2010.0,175000.0,60000.0,,,,75.0,,,175000.0
2008.0,99000.0,,,,,69.0,,,99000.0
2008.0,215000.0,70000.0,,,,78.9,,,215000.0
2011.0,190000.0,70000.0,,,,82.0,,,190000.0
2013.0,520000.0,126000.0,,,,108.45,,,520000.0
2016.0,,120000.0,,,,,,,
2015.0,285000.0,70000.0,,,,70.0,,,285000.0
2017.0,660000.0,82000.0,,,,100.0,,,660000.0
2004.0,31504.0,110000.0,,,,37.0,,,31504.0
2015.0,515000.0,45000.0,,,,83.14,,,515000.0
2012.0,295000.0,70000.0,,,,84.8,,,295000.0
2015.0,700000.0,80000.0,,,,83.8,,,700000.0
2017.0,1100000.0,45000.0,,,,120.0,,,1100000.0
2017.0,300000.0,60000.0,,,,68.05,,,300000.0
2013.0,450000.0,41800.0,,,,85.8,,,450000.0
2010.0,135000.0,132000.0,,,,82.0,,,135000.0
2017.0,700000.0,50000.0,,,,74.02,,,700000.0
2012.0,250000.0,40000.0,,,,68.0,,,250000.0
2009.0,140000.0,96000.0,,,,67.0,,,140000.0
2012.0,250000.0,117000.0,,,,112.0,,,250000.0
2011.0,210000.0,110000.0,,,,68.05,,,210000.0
2014.0,420000.0,100000.0,,,,98.6,,,420000.0
2007.0,130000.0,88700.0,,,,46.3,,,130000.0
2012.0,320000.0,70000.0,,,,97.7,,,320000.0
2010.0,200000.0,110000.0,,,,64.0,,,200000.0
2016.0,310000.0,15000.0,,,,47.3,,,310000.0
2012.0,200000.0,80000.0,,,,65.0,,,200000.0
2014.0,350000.0,50000.0,,,,85.8,,,350000.0
2018.0,444000.0,15000.0,,,,55.2,,,444000.0
2017.0,300000.0,25000.0,,,,53.64,,,300000.0
2011.0,225000.0,57000.0,,,,64.1,,,225000.0
2012.0,600000.0,75000.0,,,,62.1,,,600000.0
2013.0,260000.0,26000.0,,,,73.0,,,260000.0
2015.0,375000.0,160000.0,,,,71.01,,,375000.0
2013.0,260000.0,26000.0,,,,73.0,,,260000.0
2010.0,150000.0,120000.0,,,,46.3,,,150000.0
2014.0,110000.0,50000.0,,,,46.3,,,110000.0
2012.0,225000.0,40000.0,,,,46.3,,,225000.0
2011.0,400000.0,90000.0,,,,82.0,,,400000.0
2005.0,93000.0,120000.0,,,,82.0,,,93000.0
2017.0,860000.0,28000.0,,,,117.3,,,860000.0
2018.0,650000.0,50000.0,,,,74.02,,,650000.0
2014.0,650000.0,90000.0,,,,88.8,,,650000.0
2016.0,710000.0,40000.0,,,,88.7,,,710000.0
2017.0,430000.0,113000.0,,,,99.0,,,430000.0
2011.0,305000.0,188000.0,,,,75.0,,,305000.0
2011.0,220000.0,100000.0,,,,68.0,,,220000.0
2010.0,150000.0,,,,,90.0,,,150000.0
2017.0,660000.0,67000.0,,,,100.0,,,660000.0
2011.0,140000.0,70000.0,,,,57.6,,,140000.0
2015.0,1100000.0,50000.0,,,,138.03,,,1100000.0
2013.0,,60000.0,,,,,,,
2017.0,625000.0,34000.0,,,,108.495,,,625000.0
2004.0,198000.0,110000.0,,,,100.0,,,198000.0
,60000.0,71000.0,,,,82.0,,,60000.0
2005.0,130000.0,140000.0,,,,67.1,,,130000.0
2012.0,540000.0,100000.0,,,,116.3,,,540000.0
2017.0,550000.0,10000.0,,,,81.86,,,550000.0
2018.0,475000.0,30000.0,,,,67.04,,,475000.0
2017.0,,22000.0,,,,,,,
2020.0,,5500.0,,,,118.0,,,
2018.0,,18000.0,,,,,,,
2018.0,,20000.0,,,,,,,
2018.0,540000.0,7000.0,,,,68.0,,,540000.0
2018.0,910000.0,20000.0,,,,80.8,,,910000.0
2019.0,484999.0,4875.0,,,,67.04,,,484999.0
2020.0,,2700.0,,,,126.2,,,
2018.0,950000.0,58511.0,,,,88.5,,,950000.0
2015.0,365000.0,105000.0,,,,99.0,,,365000.0
2018.0,900000.0,26235.0,,,,105.0,,,900000.0
2017.0,919999.0,26766.0,,,,108.5,,,919999.0
2020.0,,1600.0,,,,141.0,,,
2018.0,,46000.0,,,,,,,
2019.0,1075000.0,23000.0,,,,121.0,,,1075000.0
2017.0,600000.0,24522.0,,,,81.8,,,600000.0
2017.0,,13663.0,,,,,,,
2019.0,,11000.0,,,,141.0,,,
2016.0,839000.0,63000.0,,,,88.5,,,839000.0
2019.0,635000.0,2000.0,,,,74.0,,,635000.0
2014.0,550000.0,,,,,120.0,,,550000.0
2011.0,180000.0,190000.0,,,,65.0,,,180000.0
2015.0,650000.0,80000.0,,,,98.6,,,650000.0
2011.0,350000.0,80000.0,,,,90.0,,,350000.0
2015.0,265000.0,54000.0,,,,67.05,,,265000.0
2018.0,330000.0,30000.0,,,,67.0,,,330000.0
2019.0,395000.0,5000.0,,,,73.0,,,395000.0
2015.0,700000.0,58945.0,,,,100.0,,,700000.0
2012.0,300000.0,90000.0,,,,68.0,,,300000.0
2011.0,650000.0,,,,,102.0,,,650000.0
2013.0,625000.0,160000.0,,,,88.76,,,625000.0
2014.0,425000.0,80000.0,,,,103.6,,,425000.0
2004.0,55000.0,50000.0,,,,37.0,,,55000.0
2015.0,250000.0,80000.0,,,,69.01,,,250000.0
2015.0,459999.0,156975.0,,,,62.1,,,459999.0
2017.0,,5000.0,,,,86.79,,,
2014.0,300000.0,50000.0,,,,82.4,,,300000.0
2018.0,950000.0,27620.0,,,,98.59,,,950000.0
2013.0,484999.0,120000.0,,,,120.0,,,484999.0
2009.0,161000.0,120000.0,,,,112.0,,,161000.0
2015.0,500000.0,58000.0,,,,81.86,,,500000.0
2012.0,350000.0,50000.0,,,,97.7,,,350000.0
2017.0,550000.0,40000.0,,,,81.8,,,550000.0
2018.0,850000.0,7800.0,,,,88.7,,,850000.0
2016.0,240000.0,50000.0,,,,47.3,,,240000.0
2011.0,950000.0,68000.0,,,,141.0,,,950000.0
2015.0,423000.0,60000.0,,,,93.7,,,423000.0
2005.0,90000.0,74000.0,,,,85.0,,,90000.0
2011.0,350000.0,58000.0,,,,138.1,,,350000.0
2011.0,170000.0,70000.0,,,,66.1,,,170000.0
2015.0,450000.0,70000.0,,,,86.8,,,450000.0
2009.0,150000.0,110000.0,,,,78.9,,,150000.0
,75000.0,80000.0,,,,82.0,,,75000.0
2016.0,511000.0,80000.0,,,,88.73,,,511000.0
2018.0,850000.0,59000.0,,,,93.87,,,850000.0
2018.0,250000.0,110000.0,,,,69.0,,,250000.0
2020.0,420000.0,25000.0,,,,67.04,,,420000.0
2014.0,180000.0,55000.0,,,,47.3,,,180000.0
2015.0,400000.0,25000.0,,,,47.0,,,400000.0
2009.0,150000.0,,,,,112.0,,,150000.0
2016.0,500000.0,143200.0,,,,99.0,,,500000.0
2017.0,,60000.0,,,,,,,
2012.0,204999.0,120000.0,,,,63.1,,,204999.0
2014.0,459999.0,145000.0,,,,88.5,,,459999.0
2017.0,600000.0,30000.0,,,,81.83,,,600000.0
2019.0,585000.0,8000.0,,,,81.86,,,585000.0
2012.0,551000.0,170000.0,,,,141.0,,,551000.0
2013.0,525000.0,100000.0,,,,74.0,,,525000.0
2012.0,160000.0,62000.0,,,,35.0,,,160000.0
2014.0,825000.0,110000.0,,,,140.0,,,825000.0
2007.0,127000.0,137000.0,,,,82.0,,,127000.0
2015.0,600000.0,80000.0,,,,72.4,,,600000.0
,65000.0,80000.0,,,,60.0,,,65000.0
2013.0,550000.0,100000.0,,,,74.0,,,550000.0
2015.0,650000.0,120000.0,,,,63.0,,,650000.0
2019.0,750000.0,24000.0,,,,74.02,,,750000.0
2017.0,380000.0,80000.0,,,,77.0,,,380000.0
2012.0,400000.0,138000.0,,,,126.32,,,400000.0
2003.0,50000.0,147000.0,,,,67.1,,,50000.0
2017.0,750000.0,60000.0,,,,100.0,,,750000.0
2011.0,150000.0,80000.0,,,,62.0,,,150000.0
2016.0,245000.0,50000.0,,,,47.3,,,245000.0
2013.0,260000.0,189000.0,,,,88.76,,,260000.0
2014.0,411000.0,90000.0,,,,103.2,,,411000.0
2014.0,450000.0,56000.0,,,,88.76,,,450000.0
2012.0,1300000.0,140000.0,,,,,,,1300000.0
2016.0,351000.0,60000.0,,,,67.04,,,351000.0
2012.0,550000.0,130000.0,,,,140.0,,,550000.0
2013.0,1300000.0,140000.0,,,,,,,1300000.0
2013.0,260000.0,189000.0,,,,88.76,,,260000.0
2014.0,411000.0,90000.0,,,,103.2,,,411000.0
2014.0,450000.0,56000.0,,,,88.76,,,450000.0
2012.0,1300000.0,140000.0,,,,,,,1300000.0
2016.0,351000.0,60000.0,,,,67.04,,,351000.0
2012.0,550000.0,130000.0,,,,140.0,,,550000.0
2013.0,1300000.0,140000.0,,,,,,,1300000.0
2016.0,750000.0,35000.0,,,,83.8,,,750000.0
2015.0,800000.0,35000.0,,,,83.8,,,800000.0
2011.0,350000.0,156000.0,,,,138.1,,,350000.0
2013.0,200000.0,90000.0,,,,47.3,,,200000.0
2008.0,150000.0,60000.0,,,,70.0,,,150000.0
2016.0,800000.0,36000.0,,,,108.5,,,800000.0
2017.0,350000.0,20000.0,,,,55.2,,,350000.0
2011.0,350000.0,160000.0,,,,138.0,,,350000.0
2006.0,250000.0,185000.0,,,,116.6,,,250000.0
2010.0,170000.0,110000.0,,,,71.0,,,170000.0
2018.0,395000.0,10800.0,,,,53.3,,,395000.0
2012.0,450000.0,120000.0,,,,62.1,,,450000.0
2019.0,500000.0,15000.0,,,,81.8,,,500000.0
2012.0,200000.0,67500.0,,,,68.0,,,200000.0
2017.0,1200000.0,30000.0,,,,,,,1200000.0
2016.0,400000.0,50000.0,,,,77.0,,,400000.0
2016.0,650000.0,100000.0,,,,100.0,,,650000.0
2016.0,550000.0,150000.0,,,,63.0,,,550000.0
2015.0,1100000.0,110000.0,,,,140.0,,,1100000.0
2012.0,254999.0,30000.0,,,,47.3,,,254999.0
2011.0,180000.0,60000.0,,,,46.3,,,180000.0
2010.0,160000.0,,,,,95.0,,,160000.0
2008.0,225000.0,120000.0,,,,123.7,,,225000.0
2015.0,270000.0,49900.0,,,,47.3,,,270000.0
2012.0,310000.0,86000.0,,,,88.8,,,310000.0
2015.0,225000.0,71850.0,,,,67.0,,,225000.0
2015.0,300000.0,95000.0,,,,75.0,,,300000.0
2008.0,250000.0,70000.0,,,,85.8,,,250000.0
2011.0,180000.0,35000.0,,,,55.2,,,180000.0
2015.0,550000.0,50000.0,,,,83.14,,,550000.0
2007.0,300000.0,120000.0,,,,63.0,,,300000.0
2015.0,900000.0,145000.0,,,,126.2,,,900000.0
2012.0,254999.0,190000.0,,,,82.0,,,254999.0
2018.0,,40000.0,,,,138.0,,,
2015.0,590000.0,110000.0,,,,74.0,,,590000.0
2008.0,170000.0,112000.0,,,,57.5,,,170000.0
2017.0,,70000.0,,,,143.0,,,
2016.0,475000.0,110000.0,,,,73.94,,,475000.0
2018.0,700000.0,29000.0,,,,73.97,,,700000.0
2011.0,376000.0,60000.0,,,,67.1,,,376000.0
,100000.0,120000.0,,,,82.0,,,100000.0
2004.0,75000.0,46000.0,,,,37.0,,,75000.0
2012.0,440000.0,120000.0,,,,120.0,,,440000.0
